variable,group,value
2140753,Poland,0
2140753,Russia,0
2140753,Slovenia,0
2140753,Spain,0
2140753,Sweden,0
2140753,Switzerland,0
2140753,Ukraine,0
2140753,United Kingdom,0
2140753,United States,0
2140753,Vatican City,0
2140760,Austria,0
2140760,Belarus,0
2140760,Belgium,0
2140760,Brazil,0
2140760,Denmark,0
2140760,France,0
2140760,Germany,0
2140760,Greece,0
2140760,Italy,3
2140760,Japan,0
2140760,Latvia,0
2140760,Netherlands,0
2140760,NoInfo,0
2140760,Poland,0
2140760,Russia,0
2140760,Slovenia,0
2140760,Spain,0
2140760,Sweden,0
2140760,Switzerland,0
2140760,Ukraine,0
2140760,United Kingdom,0
2140760,United States,0
2140760,Vatican City,0
2140761,Austria,0
2140761,Belarus,0
2140761,Belgium,0
2140761,Brazil,0
2140761,Denmark,0
2140761,France,0
2140761,Germany,0
2140761,Greece,0
2140761,Italy,4
2140761,Japan,0
2140761,Latvia,0
2140761,Netherlands,0
2140761,NoInfo,0
2140761,Poland,0
2140761,Russia,0
2140761,Slovenia,0
2140761,Spain,0
2140761,Sweden,0
2140761,Switzerland,0
2140761,Ukraine,0
2140761,United Kingdom,0
2140761,United States,0
2140761,Vatican City,0
2140770,Austria,0
2140770,Belarus,0
2140770,Belgium,0
2140770,Brazil,0
2140770,Denmark,0
2140770,France,0
2140770,Germany,0
2140770,Greece,0
2140770,Italy,4
2140770,Japan,0
2140770,Latvia,0
2140770,Netherlands,0
2140770,NoInfo,0
2140770,Poland,0
2140770,Russia,0
2140770,Slovenia,0
2140770,Spain,0
2140770,Sweden,0
2140770,Switzerland,0
2140770,Ukraine,0
2140770,United Kingdom,0
2140770,United States,0
2140770,Vatican City,0
2140771,Austria,0
2140771,Belarus,0
2140771,Belgium,0
2140771,Brazil,0
2140771,Denmark,0
2140771,France,0
2140771,Germany,0
2140771,Greece,0
2140771,Italy,6
2140771,Japan,0
2140771,Latvia,0
2140771,Netherlands,0
2140771,NoInfo,0
2140771,Poland,0
2140771,Russia,0
2140771,Slovenia,0
2140771,Spain,0
2140771,Sweden,0
2140771,Switzerland,0
2140771,Ukraine,0
2140771,United Kingdom,0
2140771,United States,0
2140771,Vatican City,0
2140776,Austria,0
2140776,Belarus,0
2140776,Belgium,0
2140776,Brazil,0
2140776,Denmark,0
2140776,France,0
2140776,Germany,0
2140776,Greece,0
2140776,Italy,3
2140776,Japan,0
2140776,Latvia,0
2140776,Netherlands,0
2140776,NoInfo,1
2140776,Poland,0
2140776,Russia,0
2140776,Slovenia,0
2140776,Spain,0
2140776,Sweden,0
2140776,Switzerland,0
2140776,Ukraine,0
2140776,United Kingdom,0
2140776,United States,0
2140776,Vatican City,0
2140781,Austria,0
2140781,Belarus,0
2140781,Belgium,0
2140781,Brazil,0
2140781,Denmark,0
2140781,France,0
2140781,Germany,0
2140781,Greece,0
2140781,Italy,4
2140781,Japan,0
2140781,Latvia,0
2140781,Netherlands,0
2140781,NoInfo,1
2140781,Poland,0
2140781,Russia,0
2140781,Slovenia,0
2140781,Spain,0
2140781,Sweden,0
2140781,Switzerland,0
2140781,Ukraine,0
2140781,United Kingdom,0
2140781,United States,0
2140781,Vatican City,0
2140783,Austria,0
2140783,Belarus,0
2140783,Belgium,0
2140783,Brazil,0
2140783,Denmark,0
2140783,France,0
2140783,Germany,0
2140783,Greece,0
2140783,Italy,3
2140783,Japan,0
2140783,Latvia,0
2140783,Netherlands,0
2140783,NoInfo,0
2140783,Poland,0
2140783,Russia,0
2140783,Slovenia,0
2140783,Spain,0
2140783,Sweden,0
2140783,Switzerland,0
2140783,Ukraine,0
2140783,United Kingdom,0
2140783,United States,0
2140783,Vatican City,0
2140784,Austria,0
2140784,Belarus,0
2140784,Belgium,0
2140784,Brazil,0
2140784,Denmark,0
2140784,France,0
2140784,Germany,0
2140784,Greece,0
2140784,Italy,4
2140784,Japan,0
2140784,Latvia,0
2140784,Netherlands,0
2140784,NoInfo,0
2140784,Poland,0
2140784,Russia,0
2140784,Slovenia,0
2140784,Spain,0
2140784,Sweden,0
2140784,Switzerland,0
2140784,Ukraine,0
2140784,United Kingdom,0
2140784,United States,0
2140784,Vatican City,0
2140795,Austria,0
2140795,Belarus,0
2140795,Belgium,0
2140795,Brazil,0
2140795,Denmark,0
2140795,France,0
2140795,Germany,0
2140795,Greece,0
2140795,Italy,5
2140795,Japan,0
2140795,Latvia,0
2140795,Netherlands,0
2140795,NoInfo,0
2140795,Poland,0
2140795,Russia,0
2140795,Slovenia,0
2140795,Spain,0
2140795,Sweden,0
2140795,Switzerland,0
2140795,Ukraine,0
2140795,United Kingdom,0
2140795,United States,0
2140795,Vatican City,0
2140828,Austria,0
2140828,Belarus,0
2140828,Belgium,0
2140828,Brazil,0
2140828,Denmark,0
2140828,France,0
2140828,Germany,2
2140828,Greece,0
2140828,Italy,1
2140828,Japan,0
2140828,Latvia,0
2140828,Netherlands,0
2140828,NoInfo,1
2140828,Poland,0
2140828,Russia,1
2140828,Slovenia,0
2140828,Spain,0
2140828,Sweden,0
2140828,Switzerland,0
2140828,Ukraine,0
2140828,United Kingdom,0
2140828,United States,0
2140828,Vatican City,0
2140829,Austria,0
2140829,Belarus,0
2140829,Belgium,0
2140829,Brazil,0
2140829,Denmark,0
2140829,France,0
2140829,Germany,0
2140829,Greece,0
2140829,Italy,1
2140829,Japan,0
2140829,Latvia,0
2140829,Netherlands,0
2140829,NoInfo,0
2140829,Poland,0
2140829,Russia,3
2140829,Slovenia,0
2140829,Spain,0
2140829,Sweden,0
2140829,Switzerland,0
2140829,Ukraine,0
2140829,United Kingdom,0
2140829,United States,0
2140829,Vatican City,0
2140849,Austria,0
2140849,Belarus,0
2140849,Belgium,0
2140849,Brazil,0
2140849,Denmark,0
2140849,France,0
2140849,Germany,0
2140849,Greece,0
2140849,Italy,1
2140849,Japan,1
2140849,Latvia,0
2140849,Netherlands,0
2140849,NoInfo,1
2140849,Poland,0
2140849,Russia,0
2140849,Slovenia,0
2140849,Spain,3
2140849,Sweden,0
2140849,Switzerland,0
2140849,Ukraine,0
2140849,United Kingdom,0
2140849,United States,0
2140849,Vatican City,0
2140855,Austria,0
2140855,Belarus,0
2140855,Belgium,0
2140855,Brazil,0
2140855,Denmark,0
2140855,France,0
2140855,Germany,0
2140855,Greece,0
2140855,Italy,2
2140855,Japan,1
2140855,Latvia,0
2140855,Netherlands,0
2140855,NoInfo,1
2140855,Poland,0
2140855,Russia,0
2140855,Slovenia,0
2140855,Spain,0
2140855,Sweden,1
2140855,Switzerland,0
2140855,Ukraine,0
2140855,United Kingdom,0
2140855,United States,0
2140855,Vatican City,0
2140856,Austria,0
2140856,Belarus,0
2140856,Belgium,0
2140856,Brazil,0
2140856,Denmark,0
2140856,France,0
2140856,Germany,0
2140856,Greece,0
2140856,Italy,2
2140856,Japan,0
2140856,Latvia,0
2140856,Netherlands,0
2140856,NoInfo,0
2140856,Poland,0
2140856,Russia,0
2140856,Slovenia,0
2140856,Spain,0
2140856,Sweden,0
2140856,Switzerland,0
2140856,Ukraine,0
2140856,United Kingdom,2
2140856,United States,0
2140856,Vatican City,0
2140943,Austria,0
2140943,Belarus,0
2140943,Belgium,1
2140943,Brazil,0
2140943,Denmark,0
2140943,France,0
2140943,Germany,0
2140943,Greece,0
2140943,Italy,1
2140943,Japan,0
2140943,Latvia,0
2140943,Netherlands,0
2140943,NoInfo,0
2140943,Poland,0
2140943,Russia,0
2140943,Slovenia,0
2140943,Spain,0
2140943,Sweden,0
2140943,Switzerland,0
2140943,Ukraine,0
2140943,United Kingdom,0
2140943,United States,0
2140943,Vatican City,0
2140961,Austria,0
2140961,Belarus,0
2140961,Belgium,0
2140961,Brazil,0
2140961,Denmark,0
2140961,France,3
2140961,Germany,0
2140961,Greece,0
2140961,Italy,1
2140961,Japan,0
2140961,Latvia,0
2140961,Netherlands,0
2140961,NoInfo,0
2140961,Poland,0
2140961,Russia,0
2140961,Slovenia,0
2140961,Spain,0
2140961,Sweden,0
2140961,Switzerland,0
2140961,Ukraine,0
2140961,United Kingdom,0
2140961,United States,0
2140961,Vatican City,0
2140985,Austria,0
2140985,Belarus,0
2140985,Belgium,0
2140985,Brazil,0
2140985,Denmark,0
2140985,France,2
2140985,Germany,0
2140985,Greece,0
2140985,Italy,1
2140985,Japan,0
2140985,Latvia,0
2140985,Netherlands,0
2140985,NoInfo,2
2140985,Poland,0
2140985,Russia,0
2140985,Slovenia,0
2140985,Spain,0
2140985,Sweden,0
2140985,Switzerland,0
2140985,Ukraine,0
2140985,United Kingdom,0
2140985,United States,0
2140985,Vatican City,0
2140988,Austria,0
2140988,Belarus,0
2140988,Belgium,0
2140988,Brazil,0
2140988,Denmark,0
2140988,France,2
2140988,Germany,0
2140988,Greece,0
2140988,Italy,2
2140988,Japan,0
2140988,Latvia,0
2140988,Netherlands,0
2140988,NoInfo,0
2140988,Poland,0
2140988,Russia,0
2140988,Slovenia,0
2140988,Spain,0
2140988,Sweden,0
2140988,Switzerland,0
2140988,Ukraine,0
2140988,United Kingdom,0
2140988,United States,0
2140988,Vatican City,0
2140991,Austria,0
2140991,Belarus,0
2140991,Belgium,0
2140991,Brazil,0
2140991,Denmark,0
2140991,France,2
2140991,Germany,0
2140991,Greece,0
2140991,Italy,3
2140991,Japan,0
2140991,Latvia,0
2140991,Netherlands,0
2140991,NoInfo,0
2140991,Poland,0
2140991,Russia,0
2140991,Slovenia,0
2140991,Spain,0
2140991,Sweden,0
2140991,Switzerland,0
2140991,Ukraine,0
2140991,United Kingdom,1
2140991,United States,0
2140991,Vatican City,0
2140994,Austria,0
2140994,Belarus,0
2140994,Belgium,0
2140994,Brazil,0
2140994,Denmark,0
2140994,France,1
2140994,Germany,2
2140994,Greece,0
2140994,Italy,1
2140994,Japan,0
2140994,Latvia,0
2140994,Netherlands,0
2140994,NoInfo,0
2140994,Poland,0
2140994,Russia,0
2140994,Slovenia,0
2140994,Spain,0
2140994,Sweden,0
2140994,Switzerland,0
2140994,Ukraine,0
2140994,United Kingdom,0
2140994,United States,0
2140994,Vatican City,0
2141004,Austria,0
2141004,Belarus,0
2141004,Belgium,0
2141004,Brazil,0
2141004,Denmark,0
2141004,France,2
2141004,Germany,0
2141004,Greece,0
2141004,Italy,1
2141004,Japan,0
2141004,Latvia,0
2141004,Netherlands,0
2141004,NoInfo,0
2141004,Poland,0
2141004,Russia,0
2141004,Slovenia,0
2141004,Spain,0
2141004,Sweden,0
2141004,Switzerland,0
2141004,Ukraine,0
2141004,United Kingdom,0
2141004,United States,0
2141004,Vatican City,0
2141016,Austria,0
2141016,Belarus,0
2141016,Belgium,0
2141016,Brazil,0
2141016,Denmark,0
2141016,France,0
2141016,Germany,0
2141016,Greece,0
2141016,Italy,6
2141016,Japan,0
2141016,Latvia,0
2141016,Netherlands,0
2141016,NoInfo,0
2141016,Poland,0
2141016,Russia,0
2141016,Slovenia,0
2141016,Spain,0
2141016,Sweden,0
2141016,Switzerland,0
2141016,Ukraine,0
2141016,United Kingdom,0
2141016,United States,0
2141016,Vatican City,0
2141017,Austria,0
2141017,Belarus,0
2141017,Belgium,0
2141017,Brazil,0
2141017,Denmark,0
2141017,France,0
2141017,Germany,0
2141017,Greece,0
2141017,Italy,5
2141017,Japan,0
2141017,Latvia,0
2141017,Netherlands,0
2141017,NoInfo,0
2141017,Poland,0
2141017,Russia,0
2141017,Slovenia,0
2141017,Spain,0
2141017,Sweden,0
2141017,Switzerland,0
2141017,Ukraine,0
2141017,United Kingdom,0
2141017,United States,0
2141017,Vatican City,0
2141029,Austria,0
2141029,Belarus,0
2141029,Belgium,0
2141029,Brazil,0
2141029,Denmark,0
2141029,France,0
2141029,Germany,0
2141029,Greece,0
2141029,Italy,5
2141029,Japan,0
2141029,Latvia,0
2141029,Netherlands,0
2141029,NoInfo,1
2141029,Poland,0
2141029,Russia,0
2141029,Slovenia,0
2141029,Spain,0
2141029,Sweden,0
2141029,Switzerland,0
2141029,Ukraine,0
2141029,United Kingdom,0
2141029,United States,0
2141029,Vatican City,0
2141034,Austria,0
2141034,Belarus,0
2141034,Belgium,0
2141034,Brazil,0
2141034,Denmark,0
2141034,France,0
2141034,Germany,0
2141034,Greece,0
2141034,Italy,3
2141034,Japan,0
2141034,Latvia,0
2141034,Netherlands,0
2141034,NoInfo,0
2141034,Poland,0
2141034,Russia,0
2141034,Slovenia,0
2141034,Spain,0
2141034,Sweden,0
2141034,Switzerland,0
2141034,Ukraine,0
2141034,United Kingdom,0
2141034,United States,0
2141034,Vatican City,0
2141035,Austria,0
2141035,Belarus,0
2141035,Belgium,0
2141035,Brazil,0
2141035,Denmark,0
2141035,France,0
2141035,Germany,0
2141035,Greece,0
2141035,Italy,7
2141035,Japan,0
2141035,Latvia,0
2141035,Netherlands,0
2141035,NoInfo,0
2141035,Poland,0
2141035,Russia,0
2141035,Slovenia,0
2141035,Spain,0
2141035,Sweden,0
2141035,Switzerland,0
2141035,Ukraine,0
2141035,United Kingdom,0
2141035,United States,0
2141035,Vatican City,0
2141037,Austria,0
2141037,Belarus,0
2141037,Belgium,0
2141037,Brazil,0
2141037,Denmark,0
2141037,France,0
2141037,Germany,0
2141037,Greece,0
2141037,Italy,5
2141037,Japan,0
2141037,Latvia,0
2141037,Netherlands,0
2141037,NoInfo,0
2141037,Poland,0
2141037,Russia,0
2141037,Slovenia,0
2141037,Spain,0
2141037,Sweden,0
2141037,Switzerland,0
2141037,Ukraine,0
2141037,United Kingdom,0
2141037,United States,0
2141037,Vatican City,0
2141048,Austria,0
2141048,Belarus,0
2141048,Belgium,0
2141048,Brazil,0
2141048,Denmark,0
2141048,France,0
2141048,Germany,0
2141048,Greece,0
2141048,Italy,5
2141048,Japan,0
2141048,Latvia,0
2141048,Netherlands,0
2141048,NoInfo,0
2141048,Poland,0
2141048,Russia,0
2141048,Slovenia,0
2141048,Spain,0
2141048,Sweden,0
2141048,Switzerland,0
2141048,Ukraine,0
2141048,United Kingdom,0
2141048,United States,0
2141048,Vatican City,0
2141082,Austria,0
2141082,Belarus,0
2141082,Belgium,0
2141082,Brazil,0
2141082,Denmark,0
2141082,France,0
2141082,Germany,0
2141082,Greece,0
2141082,Italy,3
2141082,Japan,0
2141082,Latvia,0
2141082,Netherlands,0
2141082,NoInfo,0
2141082,Poland,0
2141082,Russia,0
2141082,Slovenia,0
2141082,Spain,0
2141082,Sweden,0
2141082,Switzerland,0
2141082,Ukraine,0
2141082,United Kingdom,2
2141082,United States,0
2141082,Vatican City,0
2141086,Austria,0
2141086,Belarus,0
2141086,Belgium,0
2141086,Brazil,0
2141086,Denmark,0
2141086,France,0
2141086,Germany,1
2141086,Greece,0
2141086,Italy,6
2141086,Japan,0
2141086,Latvia,0
2141086,Netherlands,0
2141086,NoInfo,0
2141086,Poland,0
2141086,Russia,0
2141086,Slovenia,0
2141086,Spain,0
2141086,Sweden,0
2141086,Switzerland,0
2141086,Ukraine,0
2141086,United Kingdom,0
2141086,United States,0
2141086,Vatican City,0
2141097,Austria,0
2141097,Belarus,0
2141097,Belgium,0
2141097,Brazil,0
2141097,Denmark,0
2141097,France,0
2141097,Germany,1
2141097,Greece,0
2141097,Italy,7
2141097,Japan,0
2141097,Latvia,0
2141097,Netherlands,0
2141097,NoInfo,2
2141097,Poland,0
2141097,Russia,0
2141097,Slovenia,0
2141097,Spain,0
2141097,Sweden,0
2141097,Switzerland,0
2141097,Ukraine,0
2141097,United Kingdom,0
2141097,United States,0
2141097,Vatican City,0
2141098,Austria,0
2141098,Belarus,0
2141098,Belgium,0
2141098,Brazil,0
2141098,Denmark,0
2141098,France,0
2141098,Germany,0
2141098,Greece,0
2141098,Italy,4
2141098,Japan,0
2141098,Latvia,0
2141098,Netherlands,0
2141098,NoInfo,0
2141098,Poland,0
2141098,Russia,0
2141098,Slovenia,0
2141098,Spain,0
2141098,Sweden,0
2141098,Switzerland,0
2141098,Ukraine,0
2141098,United Kingdom,0
2141098,United States,0
2141098,Vatican City,0
2141099,Austria,0
2141099,Belarus,0
2141099,Belgium,0
2141099,Brazil,0
2141099,Denmark,0
2141099,France,0
2141099,Germany,0
2141099,Greece,0
2141099,Italy,6
2141099,Japan,0
2141099,Latvia,0
2141099,Netherlands,0
2141099,NoInfo,0
2141099,Poland,0
2141099,Russia,0
2141099,Slovenia,0
2141099,Spain,0
2141099,Sweden,0
2141099,Switzerland,0
2141099,Ukraine,0
2141099,United Kingdom,0
2141099,United States,0
2141099,Vatican City,0
2141102,Austria,0
2141102,Belarus,0
2141102,Belgium,0
2141102,Brazil,0
2141102,Denmark,0
2141102,France,0
2141102,Germany,0
2141102,Greece,0
2141102,Italy,2
2141102,Japan,0
2141102,Latvia,2
2141102,Netherlands,0
2141102,NoInfo,1
2141102,Poland,0
2141102,Russia,0
2141102,Slovenia,0
2141102,Spain,0
2141102,Sweden,0
2141102,Switzerland,0
2141102,Ukraine,0
2141102,United Kingdom,0
2141102,United States,0
2141102,Vatican City,0
2141108,Austria,0
2141108,Belarus,0
2141108,Belgium,0
2141108,Brazil,0
2141108,Denmark,0
2141108,France,0
2141108,Germany,0
2141108,Greece,0
2141108,Italy,1
2141108,Japan,0
2141108,Latvia,0
2141108,Netherlands,0
2141108,NoInfo,0
2141108,Poland,0
2141108,Russia,0
2141108,Slovenia,0
2141108,Spain,3
2141108,Sweden,0
2141108,Switzerland,0
2141108,Ukraine,0
2141108,United Kingdom,0
2141108,United States,0
2141108,Vatican City,0
2141109,Austria,0
2141109,Belarus,0
2141109,Belgium,0
2141109,Brazil,0
2141109,Denmark,0
2141109,France,0
2141109,Germany,0
2141109,Greece,0
2141109,Italy,4
2141109,Japan,0
2141109,Latvia,0
2141109,Netherlands,0
2141109,NoInfo,0
2141109,Poland,0
2141109,Russia,0
2141109,Slovenia,0
2141109,Spain,0
2141109,Sweden,0
2141109,Switzerland,0
2141109,Ukraine,0
2141109,United Kingdom,0
2141109,United States,0
2141109,Vatican City,0
2141110,Austria,0
2141110,Belarus,0
2141110,Belgium,0
2141110,Brazil,0
2141110,Denmark,0
2141110,France,0
2141110,Germany,0
2141110,Greece,0
2141110,Italy,4
2141110,Japan,0
2141110,Latvia,0
2141110,Netherlands,0
2141110,NoInfo,0
2141110,Poland,0
2141110,Russia,0
2141110,Slovenia,0
2141110,Spain,0
2141110,Sweden,0
2141110,Switzerland,0
2141110,Ukraine,0
2141110,United Kingdom,0
2141110,United States,0
2141110,Vatican City,0
2141115,Austria,0
2141115,Belarus,0
2141115,Belgium,0
2141115,Brazil,0
2141115,Denmark,0
2141115,France,0
2141115,Germany,0
2141115,Greece,0
2141115,Italy,1
2141115,Japan,0
2141115,Latvia,0
2141115,Netherlands,0
2141115,NoInfo,1
2141115,Poland,1
2141115,Russia,0
2141115,Slovenia,0
2141115,Spain,0
2141115,Sweden,0
2141115,Switzerland,0
2141115,Ukraine,2
2141115,United Kingdom,0
2141115,United States,0
2141115,Vatican City,0
2141122,Austria,0
2141122,Belarus,0
2141122,Belgium,0
2141122,Brazil,0
2141122,Denmark,0
2141122,France,0
2141122,Germany,3
2141122,Greece,0
2141122,Italy,2
2141122,Japan,0
2141122,Latvia,0
2141122,Netherlands,0
2141122,NoInfo,1
2141122,Poland,0
2141122,Russia,0
2141122,Slovenia,0
2141122,Spain,0
2141122,Sweden,0
2141122,Switzerland,0
2141122,Ukraine,0
2141122,United Kingdom,0
2141122,United States,0
2141122,Vatican City,0
2141143,Austria,0
2141143,Belarus,0
2141143,Belgium,0
2141143,Brazil,0
2141143,Denmark,0
2141143,France,0
2141143,Germany,0
2141143,Greece,0
2141143,Italy,2
2141143,Japan,0
2141143,Latvia,0
2141143,Netherlands,0
2141143,NoInfo,0
2141143,Poland,0
2141143,Russia,0
2141143,Slovenia,0
2141143,Spain,0
2141143,Sweden,0
2141143,Switzerland,0
2141143,Ukraine,0
2141143,United Kingdom,6
2141143,United States,0
2141143,Vatican City,0
2141147,Austria,0
2141147,Belarus,0
2141147,Belgium,0
2141147,Brazil,0
2141147,Denmark,0
2141147,France,0
2141147,Germany,0
2141147,Greece,0
2141147,Italy,2
2141147,Japan,0
2141147,Latvia,0
2141147,Netherlands,0
2141147,NoInfo,0
2141147,Poland,0
2141147,Russia,0
2141147,Slovenia,0
2141147,Spain,0
2141147,Sweden,0
2141147,Switzerland,0
2141147,Ukraine,0
2141147,United Kingdom,2
2141147,United States,0
2141147,Vatican City,0
2141148,Austria,0
2141148,Belarus,0
2141148,Belgium,0
2141148,Brazil,0
2141148,Denmark,0
2141148,France,0
2141148,Germany,0
2141148,Greece,0
2141148,Italy,1
2141148,Japan,2
2141148,Latvia,0
2141148,Netherlands,0
2141148,NoInfo,1
2141148,Poland,0
2141148,Russia,0
2141148,Slovenia,0
2141148,Spain,0
2141148,Sweden,0
2141148,Switzerland,0
2141148,Ukraine,0
2141148,United Kingdom,2
2141148,United States,0
2141148,Vatican City,0
2141160,Austria,0
2141160,Belarus,0
2141160,Belgium,0
2141160,Brazil,0
2141160,Denmark,0
2141160,France,0
2141160,Germany,0
2141160,Greece,0
2141160,Italy,2
2141160,Japan,0
2141160,Latvia,0
2141160,Netherlands,0
2141160,NoInfo,0
2141160,Poland,0
2141160,Russia,0
2141160,Slovenia,0
2141160,Spain,0
2141160,Sweden,0
2141160,Switzerland,0
2141160,Ukraine,0
2141160,United Kingdom,4
2141160,United States,0
2141160,Vatican City,0
2141168,Austria,0
2141168,Belarus,0
2141168,Belgium,0
2141168,Brazil,0
2141168,Denmark,0
2141168,France,0
2141168,Germany,0
2141168,Greece,0
2141168,Italy,3
2141168,Japan,0
2141168,Latvia,0
2141168,Netherlands,0
2141168,NoInfo,0
2141168,Poland,0
2141168,Russia,0
2141168,Slovenia,0
2141168,Spain,0
2141168,Sweden,0
2141168,Switzerland,0
2141168,Ukraine,0
2141168,United Kingdom,0
2141168,United States,0
2141168,Vatican City,0
2141180,Austria,0
2141180,Belarus,0
2141180,Belgium,0
2141180,Brazil,0
2141180,Denmark,0
2141180,France,0
2141180,Germany,0
2141180,Greece,0
2141180,Italy,1
2141180,Japan,0
2141180,Latvia,0
2141180,Netherlands,0
2141180,NoInfo,2
2141180,Poland,0
2141180,Russia,0
2141180,Slovenia,0
2141180,Spain,0
2141180,Sweden,0
2141180,Switzerland,0
2141180,Ukraine,0
2141180,United Kingdom,2
2141180,United States,0
2141180,Vatican City,0
2141186,Austria,0
2141186,Belarus,0
2141186,Belgium,0
2141186,Brazil,0
2141186,Denmark,0
2141186,France,0
2141186,Germany,0
2141186,Greece,0
2141186,Italy,4
2141186,Japan,0
2141186,Latvia,0
2141186,Netherlands,0
2141186,NoInfo,1
2141186,Poland,0
2141186,Russia,0
2141186,Slovenia,0
2141186,Spain,0
2141186,Sweden,0
2141186,Switzerland,0
2141186,Ukraine,0
2141186,United Kingdom,3
2141186,United States,0
2141186,Vatican City,0
2141191,Austria,0
2141191,Belarus,0
2141191,Belgium,0
2141191,Brazil,0
2141191,Denmark,0
2141191,France,0
2141191,Germany,0
2141191,Greece,0
2141191,Italy,2
2141191,Japan,0
2141191,Latvia,0
2141191,Netherlands,0
2141191,NoInfo,0
2141191,Poland,0
2141191,Russia,0
2141191,Slovenia,0
2141191,Spain,0
2141191,Sweden,0
2141191,Switzerland,0
2141191,Ukraine,0
2141191,United Kingdom,1
2141191,United States,0
2141191,Vatican City,0
2141192,Austria,0
2141192,Belarus,0
2141192,Belgium,0
2141192,Brazil,0
2141192,Denmark,0
2141192,France,0
2141192,Germany,0
2141192,Greece,0
2141192,Italy,3
2141192,Japan,0
2141192,Latvia,0
2141192,Netherlands,0
2141192,NoInfo,0
2141192,Poland,0
2141192,Russia,0
2141192,Slovenia,0
2141192,Spain,0
2141192,Sweden,0
2141192,Switzerland,0
2141192,Ukraine,0
2141192,United Kingdom,0
2141192,United States,4
2141192,Vatican City,0
2141203,Austria,0
2141203,Belarus,0
2141203,Belgium,0
2141203,Brazil,0
2141203,Denmark,0
2141203,France,0
2141203,Germany,0
2141203,Greece,0
2141203,Italy,1
2141203,Japan,0
2141203,Latvia,0
2141203,Netherlands,0
2141203,NoInfo,0
2141203,Poland,0
2141203,Russia,0
2141203,Slovenia,0
2141203,Spain,0
2141203,Sweden,0
2141203,Switzerland,0
2141203,Ukraine,0
2141203,United Kingdom,0
2141203,United States,2
2141203,Vatican City,0
2141204,Austria,0
2141204,Belarus,0
2141204,Belgium,0
2141204,Brazil,0
2141204,Denmark,0
2141204,France,0
2141204,Germany,0
2141204,Greece,0
2141204,Italy,4
2141204,Japan,0
2141204,Latvia,0
2141204,Netherlands,0
2141204,NoInfo,1
2141204,Poland,0
2141204,Russia,0
2141204,Slovenia,0
2141204,Spain,0
2141204,Sweden,0
2141204,Switzerland,0
2141204,Ukraine,0
2141204,United Kingdom,0
2141204,United States,2
2141204,Vatican City,0
2141227,Austria,0
2141227,Belarus,0
2141227,Belgium,0
2141227,Brazil,0
2141227,Denmark,0
2141227,France,0
2141227,Germany,0
2141227,Greece,0
2141227,Italy,1
2141227,Japan,0
2141227,Latvia,0
2141227,Netherlands,0
2141227,NoInfo,0
2141227,Poland,0
2141227,Russia,0
2141227,Slovenia,0
2141227,Spain,0
2141227,Sweden,0
2141227,Switzerland,0
2141227,Ukraine,0
2141227,United Kingdom,2
2141227,United States,0
2141227,Vatican City,0
2141240,Austria,0
2141240,Belarus,0
2141240,Belgium,0
2141240,Brazil,0
2141240,Denmark,0
2141240,France,0
2141240,Germany,0
2141240,Greece,0
2141240,Italy,2
2141240,Japan,0
2141240,Latvia,0
2141240,Netherlands,0
2141240,NoInfo,1
2141240,Poland,0
2141240,Russia,0
2141240,Slovenia,0
2141240,Spain,0
2141240,Sweden,0
2141240,Switzerland,0
2141240,Ukraine,0
2141240,United Kingdom,4
2141240,United States,0
2141240,Vatican City,0
2141250,Austria,0
2141250,Belarus,0
2141250,Belgium,0
2141250,Brazil,0
2141250,Denmark,0
2141250,France,0
2141250,Germany,0
2141250,Greece,0
2141250,Italy,3
2141250,Japan,0
2141250,Latvia,0
2141250,Netherlands,1
2141250,NoInfo,0
2141250,Poland,0
2141250,Russia,0
2141250,Slovenia,0
2141250,Spain,0
2141250,Sweden,0
2141250,Switzerland,0
2141250,Ukraine,0
2141250,United Kingdom,1
2141250,United States,0
2141250,Vatican City,0
2141251,Austria,0
2141251,Belarus,0
2141251,Belgium,0
2141251,Brazil,0
2141251,Denmark,0
2141251,France,0
2141251,Germany,0
2141251,Greece,0
2141251,Italy,2
2141251,Japan,0
2141251,Latvia,0
2141251,Netherlands,0
2141251,NoInfo,2
2141251,Poland,0
2141251,Russia,0
2141251,Slovenia,0
2141251,Spain,0
2141251,Sweden,0
2141251,Switzerland,0
2141251,Ukraine,0
2141251,United Kingdom,0
2141251,United States,1
2141251,Vatican City,0
2141263,Austria,0
2141263,Belarus,0
2141263,Belgium,0
2141263,Brazil,0
2141263,Denmark,0
2141263,France,0
2141263,Germany,0
2141263,Greece,0
2141263,Italy,2
2141263,Japan,0
2141263,Latvia,0
2141263,Netherlands,0
2141263,NoInfo,0
2141263,Poland,0
2141263,Russia,0
2141263,Slovenia,0
2141263,Spain,0
2141263,Sweden,0
2141263,Switzerland,0
2141263,Ukraine,0
2141263,United Kingdom,4
2141263,United States,2
2141263,Vatican City,0
2141267,Austria,0
2141267,Belarus,0
2141267,Belgium,0
2141267,Brazil,0
2141267,Denmark,0
2141267,France,0
2141267,Germany,0
2141267,Greece,0
2141267,Italy,1
2141267,Japan,0
2141267,Latvia,0
2141267,Netherlands,0
2141267,NoInfo,0
2141267,Poland,0
2141267,Russia,0
2141267,Slovenia,0
2141267,Spain,0
2141267,Sweden,0
2141267,Switzerland,0
2141267,Ukraine,0
2141267,United Kingdom,0
2141267,United States,1
